sz,om,yr,mo,dy,date1,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
0.75,475,1961,7,1,07/01/1961,09:15:00,3,NE,31,10,1,0,0,4,0,42.77,-102.33,0,0,0.1,10,1,1,1,161,0,0,0
1,485,1961,7,5,07/05/1961,16:15:00,3,ID,16,3,1,0,0,4,0,43.2,-115,43.23,-114.9,5.1,10,1,1,1,25,0,0,0
1.75,497,1961,7,14,07/14/1961,20:00:00,3,TX,48,96,1,0,0,0,0,34.53,-100.58,0,0,0.5,17,1,1,1,191,0,0,0
1,557,1961,8,4,08/04/1961,17:45:00,3,MN,27,7,2,2,0,5,0,43.67,-92.95,0,0,2,600,1,1,1,99,0,0,0
2,622,1961,9,22,09/22/1961,16:20:00,3,MI,26,4,2,1,0,4,0,43.03,-85.82,43.12,-85.77,2.7,2000,1,1,1,139,81,0,0
2,626,1961,9,24,09/24/1961,15:30:00,3,IL,17,28,2,1,0,4,0,38.25,-89.73,38.32,-89.68,5,10,1,1,1,163,189,0,0
2.75,638,1961,10,12,10/12/1961,16:45:00,3,KS,20,41,0,0,0,2,0,39.35,-95.58,39.38,-95.53,3.3,10,1,1,1,87,0,0,0
1,64,1962,3,30,03/30/1962,23:00:00,3,AL,1,8,1,0,0,4,0,34.6,-87.68,0,0,0.1,10,1,1,1,33,0,0,0
1.75,82,1962,4,26,04/26/1962,16:26:00,3,TX,48,18,0,0,0,0,0,32.75,-99.8,0,0,0.3,17,1,1,1,253,0,0,0
1.75,83,1962,4,26,04/26/1962,16:30:00,3,TX,48,19,2,0,0,4,0,32.87,-99.72,32.92,-99.67,4.7,440,1,1,1,253,0,0,0
1.75,84,1962,4,26,04/26/1962,16:30:00,3,TX,48,20,1,0,0,0,0,32.87,-99.72,0,0,0.5,17,1,1,1,253,0,0,0
2,100,1962,4,30,04/30/1962,14:00:00,3,IN,18,2,2,0,0,5,0,41.2,-87.2,0,0,0.1,10,1,1,1,73,0,0,0
2,102,1962,4,30,04/30/1962,14:15:00,3,IN,18,3,3,0,0,3,0,41.3,-87.03,0,0,0.1,10,1,1,1,127,0,0,0
2.75,118,1962,5,7,05/07/1962,18:00:00,3,IA,19,2,2,0,0,5,0,42.07,-93.9,42.12,-93.82,4.9,880,1,1,1,15,0,0,0
2.5,148,1962,5,16,05/16/1962,16:00:00,3,SD,46,8,3,2,0,0,0,43.07,-98.95,0,0,0.1,33,1,1,1,23,0,0,0
1,187,1962,5,20,05/20/1962,15:35:00,3,KS,20,8,2,0,0,4,0,37.43,-99.08,37.8,-99.08,25.3,10,1,1,1,97,0,0,0
1.75,188,1962,5,20,05/20/1962,17:00:00,3,KS,20,9,1,0,0,3,0,39.17,-98.43,0,0,2,10,1,1,1,105,0,0,0
0.75,192,1962,5,20,05/20/1962,20:10:00,3,OK,40,8,0,0,0,0,0,34.5,-98.53,0,0,0.1,10,1,1,1,31,0,0,0
1.75,210,1962,5,24,05/24/1962,15:30:00,3,CT,9,1,3,50,1,6,0,41.55,-73.12,41.6,-72.88,11.6,120,1,1,1,9,3,0,0
2,211,1962,5,24,05/24/1962,16:37:00,3,KS,20,11,2,2,0,0,0,38.15,-98.1,0,0,0.1,10,1,1,1,155,0,0,0
2.5,212,1962,5,24,05/24/1962,17:00:00,3,KS,20,12,3,2,0,2,0,38.05,-98.18,0,0,0.1,10,1,1,1,155,0,0,0
2.5,213,1962,5,24,05/24/1962,17:00:00,3,KS,20,13,1,2,0,2,0,37.98,-98.07,0,0,0.1,10,1,1,1,155,0,0,0
2.5,214,1962,5,24,05/24/1962,17:15:00,3,OK,40,11,2,0,0,3,0,34.68,-99.37,0,0,0.1,10,1,1,1,65,0,0,0
2.5,215,1962,5,24,05/24/1962,17:16:00,3,OK,40,12,2,0,0,4,0,34.58,-99.37,0,0,0.1,10,1,1,1,65,0,0,0
4,216,1962,5,24,05/24/1962,17:25:00,3,OK,40,13,0,0,0,0,0,34.55,-99.43,0,0,0.1,10,1,1,1,65,0,0,0
4,217,1962,5,24,05/24/1962,17:25:00,3,OK,40,14,0,0,0,0,0,34.57,-99.42,0,0,0.1,10,1,1,1,65,0,0,0
4,218,1962,5,24,05/24/1962,18:15:00,3,KS,20,15,0,0,0,3,0,38.58,-96.03,0,0,0.1,10,1,1,1,111,0,0,0
2.75,238,1962,5,26,05/26/1962,09:30:00,3,IN,18,9,2,0,0,4,0,39.53,-86.27,0,0,0.1,10,1,1,1,109,0,0,0
2.75,266,1962,5,27,05/27/1962,18:10:00,3,KS,20,20,0,0,0,1,0,39.15,-101.37,0,0,0.1,10,1,1,1,193,0,0,0
1,277,1962,5,28,05/28/1962,16:00:00,3,KS,20,25,2,0,0,5,0,38.33,-96.12,38.38,-96.08,3.6,300,1,1,1,111,0,0,0
4,313,1962,5,31,05/31/1962,21:10:00,3,TX,48,48,0,0,0,0,0,31.18,-101.62,0,0,0.1,10,1,1,1,383,0,0,0
2.75,314,1962,5,31,05/31/1962,22:00:00,3,TX,48,49,3,2,0,0,0,32.3,-99.55,0,0,2,33,1,1,1,59,0,0,0
2.75,315,1962,5,31,05/31/1962,22:30:00,3,TX,48,50,2,0,0,0,0,32.67,-100.37,0,0,1,20,1,1,1,151,0,0,0
0.75,333,1962,6,3,06/03/1962,16:30:00,3,CO,8,8,1,0,0,2,0,38.97,-104.87,0,0,0.1,10,1,1,1,41,0,0,0
2.75,345,1962,6,5,06/05/1962,16:55:00,3,OK,40,39,0,0,0,0,0,36.38,-99.9,0,0,0.1,10,1,1,1,45,0,0,0
2.75,346,1962,6,5,06/05/1962,17:00:00,3,OK,40,40,0,0,0,0,0,36.2,-99.8,0,0,0.1,10,1,1,1,45,0,0,0
2.75,347,1962,6,5,06/05/1962,17:05:00,3,OK,40,41,0,0,0,0,0,36.35,-99.88,0,0,0.1,10,1,1,1,45,0,0,0
2.75,349,1962,6,5,06/05/1962,17:20:00,3,OK,40,43,0,0,0,0,0,36.15,-99.97,0,0,0.1,10,1,1,1,45,0,0,0
2.75,350,1962,6,5,06/05/1962,17:20:00,3,OK,40,44,0,0,0,0,0,36.5,-99.97,0,0,0.1,10,1,1,1,45,0,0,0
2.75,351,1962,6,5,06/05/1962,17:20:00,3,OK,40,45,0,0,0,0,0,36.33,-99.8,0,0,0.1,10,1,1,1,45,0,0,0
1,373,1962,6,7,06/07/1962,22:00:00,3,KS,20,37,2,0,0,4,0,39,-101.35,39,-101.3,1.9,400,1,1,1,109,0,0,0
1.5,382,1962,6,8,06/08/1962,20:10:00,3,OK,40,51,1,0,0,0,0,36.88,-100.55,0,0,0.1,10,1,1,1,7,0,0,0
1.5,384,1962,6,8,06/08/1962,20:15:00,3,OK,40,53,0,0,0,0,0,36.82,-100.55,0,0,0.1,10,1,1,1,7,0,0,0
1.5,385,1962,6,8,06/08/1962,20:15:00,3,OK,40,54,0,0,0,0,0,36.82,-100.57,0,0,0.1,10,1,1,1,7,0,0,0
1.75,413,1962,6,14,06/14/1962,14:00:00,3,SD,46,22,1,0,0,4,0,44.3,-103.77,44.33,-103.72,1.9,440,1,1,1,81,0,0,0
3,422,1962,6,14,06/14/1962,19:40:00,3,TX,48,95,1,0,0,0,0,35.18,-101.82,35.23,-101.77,4.7,13,1,1,1,381,375,0,0
3,423,1962,6,14,06/14/1962,19:57:00,3,TX,48,98,1,0,0,5,0,34.97,-101.93,0,0,2,27,1,1,1,381,0,0,0
3,428,1962,6,14,06/14/1962,20:11:00,3,TX,48,96,0,0,0,0,0,35.18,-101.82,0,0,2,10,1,1,1,381,375,0,0
3.5,429,1962,6,14,06/14/1962,21:00:00,3,TX,48,97,1,0,0,0,0,35.23,-101.77,0,0,0.5,33,1,1,1,375,0,0,0
1.5,448,1962,6,18,06/18/1962,14:45:00,3,CT,9,2,2,0,0,4,0,41.77,-73.08,0,0,0.1,67,1,1,1,5,0,0,0
1.5,463,1962,6,22,06/22/1962,14:30:00,3,KS,20,43,1,0,0,0,0,39.35,-101.87,39.27,-101.55,17.7,10,1,1,1,181,0,0,0
1,574,1962,8,6,08/06/1962,17:40:00,3,KS,20,54,4,3,0,5,0,39.52,-95.78,39.38,-95.67,11,667,1,1,1,85,0,0,0
1,575,1962,8,6,08/06/1962,17:40:00,3,KS,20,55,1,0,0,5,0,39.28,-95.72,0,0,0.1,10,1,1,1,85,0,0,0
1.75,600,1962,8,20,08/20/1962,13:50:00,3,ME,23,2,2,0,0,3,0,45.03,-69.6,45.03,-69.63,0.1,27,1,1,1,25,21,0,0
2,647,1962,10,17,10/17/1962,08:10:00,3,AZ,4,2,1,0,0,3,0,34.4,-110.6,0,0,2,200,1,1,1,17,0,0,0
2,61,1963,3,19,03/19/1963,15:00:00,3,IN,18,5,1,0,2,3,0,38.53,-86.17,0,0,0.1,10,1,1,1,175,0,0,0
1.25,62,1963,3,19,03/19/1963,16:00:00,3,KY,21,1,1,4,0,4,0,38.97,-84.6,0,0,0.1,10,1,1,1,15,0,0,0
1.75,79,1963,4,17,04/17/1963,17:45:00,3,IN,18,10,2,0,0,5,0,40.97,-85.42,41.03,-85.22,11.1,10,1,1,1,69,3,0,0
4,81,1963,4,17,04/17/1963,18:20:00,3,MI,26,2,3,1,0,5,0,41.92,-83.33,0,0,0.5,67,1,1,1,115,0,0,0
2.75,122,1963,4,28,04/28/1963,16:10:00,3,KS,20,2,2,0,0,2,0,39.8,-96.32,40,-95.92,15.4,100,1,1,1,117,131,0,0
2.75,124,1963,4,28,04/28/1963,16:45:00,3,KS,20,3,1,0,0,0,0,39.83,-96.28,0,0,0.1,10,1,1,1,117,0,0,0
2.75,125,1963,4,28,04/28/1963,16:45:00,3,KS,20,4,1,0,0,0,0,39.85,-96.27,0,0,0.1,10,1,1,1,117,0,0,0
2.5,127,1963,4,28,04/28/1963,17:00:00,3,NE,31,4,2,0,0,4,0,40.08,-97.13,40.1,-97.07,3,400,1,1,1,95,0,0,0
0.75,128,1963,4,28,04/28/1963,20:30:00,3,TX,48,12,2,3,0,4,0,31.12,-97.73,0,0,0.5,50,1,1,1,27,0,0,0
1.75,146,1963,4,29,04/29/1963,19:55:00,3,AL,1,18,2,17,0,5,0,34,-88.13,34.17,-87.95,15.5,10,1,1,1,93,0,0,0
4.5,156,1963,5,4,05/04/1963,17:40:00,3,KS,20,5,1,0,0,2,0,38.43,-95.43,0,0,0.1,10,1,1,1,59,0,0,0
2.75,157,1963,5,4,05/04/1963,19:00:00,3,TX,48,14,0,0,0,0,0,33.42,-102.13,0,0,1,17,1,1,1,219,0,0,0
5,191,1963,5,25,05/25/1963,18:30:00,3,KS,20,6,0,0,0,3,0,37.57,-97.28,0,0,0.1,10,1,1,1,173,0,0,0
1,193,1963,5,26,05/26/1963,01:30:00,3,OK,40,5,1,0,0,3,0,35.98,-96.77,0,0,0.1,10,1,1,1,119,0,0,0
1,194,1963,5,26,05/26/1963,01:50:00,3,OK,40,6,1,0,0,4,0,35.98,-96.58,0,0,0.1,10,1,1,1,37,0,0,0
4,196,1963,5,26,05/26/1963,15:35:00,3,OK,40,7,1,0,0,1,0,36.1,-98.6,36.13,-98.45,8.6,100,1,1,1,11,0,0,0
4,197,1963,5,26,05/26/1963,15:36:00,3,OK,40,8,1,0,0,1,0,35.7,-97.63,0,0,0.1,10,1,1,1,109,0,0,0
4,198,1963,5,26,05/26/1963,15:40:00,3,OK,40,9,1,0,0,1,0,36.17,-98.53,0,0,1,10,1,1,1,11,0,0,0
4,199,1963,5,26,05/26/1963,15:45:00,3,OK,40,10,3,4,1,3,0,35.73,-97.43,35.55,-96.9,34.3,10,1,1,1,83,109,81,0
2.75,200,1963,5,26,05/26/1963,16:45:00,3,OK,40,11,1,0,0,3,0,35.72,-97.42,35.78,-97.35,5.7,333,1,1,1,81,0,0,0
3.5,219,1963,5,30,05/30/1963,16:00:00,3,NM,35,2,0,0,0,0,0,32.8,-104.75,0,0,0.1,10,1,1,1,15,0,0,0
2,221,1963,5,31,05/31/1963,16:00:00,3,TX,48,28,1,0,0,0,0,33.6,-102.12,0,0,1,17,1,1,1,219,0,0,0
2,222,1963,5,31,05/31/1963,16:00:00,3,TX,48,29,1,0,0,0,0,33.6,-102.12,0,0,0.5,10,1,1,1,219,0,0,0
1,234,1963,6,3,06/03/1963,16:05:00,3,UT,49,1,2,0,0,0,0,40.88,-111.88,0,0,2,10,1,1,1,11,0,0,0
2.75,236,1963,6,4,06/04/1963,18:30:00,3,TX,48,37,1,0,0,0,0,34.08,-102.23,0,0,1,67,1,1,1,279,0,0,0
1.5,274,1963,6,9,06/09/1963,15:15:00,3,NH,33,5,2,0,0,5,0,43,-71.5,42.87,-71.4,10,77,1,1,1,11,15,0,0
1,285,1963,6,10,06/10/1963,16:25:00,3,IL,17,9,1,0,0,0,0,39.9,-88.98,0,0,2,30,1,1,1,115,0,0,0
1,311,1963,6,28,06/28/1963,08:00:00,3,TX,48,54,1,0,0,0,0,29.45,-95.22,0,0,1,33,1,1,1,39,0,0,0
0.75,315,1963,7,1,07/01/1963,14:10:00,3,ME,23,3,1,0,0,3,0,45,-69.9,0,0,1,100,1,1,1,25,0,0,0
1.75,346,1963,7,16,07/16/1963,14:30:00,3,SD,46,6,0,0,0,2,0,44.35,-98.22,0,0,0.3,30,1,1,1,5,0,0,0
3,347,1963,7,16,07/16/1963,19:10:00,3,MN,27,4,2,0,0,5,0,44.05,-94.77,44.05,-94.65,5.2,1760,1,1,1,165,0,0,0
1.75,366,1963,7,24,07/24/1963,16:35:00,3,MT,30,3,0,0,0,0,0,47.5,-111.3,0,0,0.5,10,1,1,1,13,0,0,0
1,438,1963,10,20,10/20/1963,16:40:00,3,OK,40,27,2,0,0,4,0,36.17,-97.72,36.23,-97.65,5.9,10,1,1,1,73,47,0,0
1.25,62,1964,4,3,04/03/1964,14:35:00,3,TX,48,8,5,111,7,7,0,33.9,-98.5,33.93,-98.43,4.7,500,1,1,1,485,0,0,0
3,63,1964,4,3,04/03/1964,15:53:00,3,TX,48,9,1,0,0,1,0,34.07,-98.2,0,0,1.5,23,1,1,1,77,0,0,0
1.75,64,1964,4,3,04/03/1964,16:20:00,3,KS,20,3,2,0,0,0,0,37.55,-97.3,0,0,0.1,10,1,1,1,173,0,0,0
2.5,65,1964,4,3,04/03/1964,17:50:00,3,OK,40,3,2,0,0,1,0,34.05,-96.8,0,0,0.5,123,1,1,1,95,0,0,0
2.75,69,1964,4,3,04/03/1964,21:30:00,3,OK,40,7,1,0,0,3,0,34.08,-95.52,0,0,1.5,10,1,1,1,23,0,0,0
2.5,93,1964,4,12,04/12/1964,17:15:00,3,OK,40,9,2,0,0,3,0,36.07,-96.05,0,0,0.2,50,1,1,1,37,0,0,0
2.5,95,1964,4,12,04/12/1964,17:30:00,3,IA,19,4,2,0,0,5,0,40.92,-94.47,41.02,-94.33,9.4,10,1,1,1,175,0,0,0
2,97,1964,4,12,04/12/1964,18:00:00,3,MO,29,6,3,10,1,6,0,38.7,-94.4,38.9,-94.12,19.5,100,1,1,1,37,95,0,0
0.75,111,1964,4,16,04/16/1964,21:55:00,3,TX,48,11,2,0,0,2,0,29.52,-100.95,0,0,2,33,1,1,1,465,0,0,0
3,127,1964,4,22,04/22/1964,14:15:00,3,KS,20,18,1,0,0,3,0,39.43,-99.28,39.48,-99.22,4.9,880,1,1,1,163,0,0,0
2.75,145,1964,4,22,04/22/1964,18:30:00,3,KS,20,33,0,0,0,0,0,38.48,-96.05,0,0,0.1,10,1,1,1,111,0,0,0
2.75,142,1964,4,22,04/22/1964,18:30:00,3,KS,20,30,1,0,0,3,0,38.48,-96.15,0,0,0.1,10,1,1,1,111,0,0,0
3.5,159,1964,4,23,04/23/1964,16:50:00,3,OK,40,15,0,0,0,0,0,34.6,-98.33,0,0,0.1,10,1,1,1,31,0,0,0
3.25,212,1964,5,1,05/01/1964,16:30:00,3,OK,40,20,1,0,0,3,0,35.5,-97.8,0,0,0.1,10,1,1,1,17,109,0,0
2.75,225,1964,5,4,05/04/1964,18:15:00,3,IA,19,13,2,2,0,5,0,42.33,-91.25,42.38,-91.17,4.7,200,1,1,1,55,0,0,0
2,232,1964,5,5,05/05/1964,15:25:00,3,NE,31,12,4,11,0,4,0,41.4,-98.38,42.07,-97.93,51.2,10,1,1,1,77,11,3,0
1.75,243,1964,5,5,05/05/1964,18:00:00,3,OK,40,22,0,0,0,1,0,36.8,-98.8,0,0,0.1,10,1,1,1,151,0,0,0
1.75,246,1964,5,5,05/05/1964,18:45:00,3,OK,40,23,1,0,0,1,0,36.75,-98.6,0,0,0.1,10,1,1,1,151,0,0,0
1,398,1964,6,12,06/12/1964,17:00:00,3,NM,35,8,1,0,0,4,0,34.6,-103.1,34.78,-103.1,12.6,10,1,1,1,9,0,0,0
1,399,1964,6,12,06/12/1964,17:00:00,3,TX,48,48,2,0,0,4,0,34.38,-103.03,0,0,2,27,1,1,1,369,0,0,0
1,400,1964,6,12,06/12/1964,17:00:00,3,TX,48,49,2,0,0,1,0,34.38,-103.03,34.47,-102.92,8.8,27,1,1,1,369,0,0,0
1,437,1964,6,18,06/18/1964,18:10:00,3,KS,20,74,0,0,0,0,0,38.88,-95.88,0,0,0.1,10,1,1,1,177,0,0,0
2,489,1964,7,4,07/04/1964,12:30:00,3,MA,25,3,1,0,0,5,0,42.08,-70.8,42.1,-70.73,2.3,10,1,1,1,23,0,0,0
1.5,501,1964,7,9,07/09/1964,15:06:00,3,AR,5,20,1,0,0,0,0,34.9,-92.3,0,0,0.1,30,1,1,1,119,0,0,0
0.75,537,1964,7,28,07/28/1964,18:00:00,3,OK,40,46,2,0,0,4,0,35.1,-96.1,0,0,0.5,10,1,1,1,63,0,0,0
2,619,1964,8,31,08/31/1964,17:20:00,3,KS,20,89,1,1,0,0,0,38.87,-99.03,38.9,-98.93,5.4,77,1,1,1,167,0,0,0
2,60,1965,3,16,03/16/1965,16:40:00,3,OK,40,1,4,7,0,5,0,36.6,-98.1,37.25,-96.85,82.7,300,2,0,1,0,0,0,0
2,60,1965,3,16,03/16/1965,16:40:00,3,OK,40,1,4,2,0,5,0,36.6,-98.1,37,-97.32,51.5,300,2,1,2,53,71,53,0
3,61,1965,3,16,03/16/1965,18:35:00,3,OK,40,2,1,0,0,4,0,36.2,-97.27,36.32,-97,16.9,300,1,1,1,103,0,0,0
1.75,88,1965,4,1,04/01/1965,12:30:00,3,CA,6,1,1,0,0,0,0,36.98,-121.8,0,0,0.1,100,1,1,1,87,0,0,0
1.75,89,1965,4,3,04/03/1965,18:00:00,3,AR,5,15,1,0,0,3,0,35.83,-93.78,0,0,0.5,10,1,1,1,87,0,0,0
2,90,1965,4,3,04/03/1965,19:00:00,3,MO,29,2,0,0,0,3,0,37.32,-93.88,0,0,0.1,10,1,1,1,57,0,0,0
2.75,94,1965,4,4,04/04/1965,20:00:00,3,OK,40,6,0,0,0,0,0,36.68,-97.62,0,0,0.4,100,1,1,1,53,0,0,0
0.75,123,1965,4,10,04/10/1965,13:30:00,3,MO,29,7,0,0,0,1,0,39.48,-95.03,0,0,2,100,1,1,1,165,0,0,0
2,127,1965,4,10,04/10/1965,17:00:00,3,MO,29,11,2,1,0,4,0,39.95,-93.78,40.05,-93.6,11.1,50,1,1,1,61,79,0,0
2,150,1965,4,11,04/11/1965,18:07:00,3,IN,18,12,4,44,0,0,0,40.33,-86.83,40.42,-86.4,21.8,500,1,1,1,157,23,0,0
1.75,179,1965,4,14,04/14/1965,15:00:00,3,TX,48,12,1,0,0,0,0,33.77,-100.28,0,0,0.5,23,1,1,1,269,0,0,0
1.75,376,1965,5,22,05/22/1965,16:25:00,3,KS,20,18,0,0,0,0,0,39.43,-101.7,0,0,0.1,10,1,1,1,181,0,0,0
1.75,375,1965,5,22,05/22/1965,16:25:00,3,KS,20,17,1,0,0,3,0,39.45,-101.7,0,0,0.1,10,1,1,1,181,0,0,0
1.75,451,1965,5,25,05/25/1965,19:10:00,3,KS,20,38,1,0,0,3,0,39.8,-101.67,0,0,0.1,10,1,1,1,23,0,0,0
1.75,482,1965,5,30,05/30/1965,20:00:00,3,KS,20,39,1,0,0,4,0,38.23,-99.45,0,0,0.1,10,1,1,1,145,0,0,0
1,486,1965,6,1,06/01/1965,18:15:00,3,OK,40,57,0,0,0,0,0,35.2,-99.83,0,0,0.1,10,1,1,1,9,0,0,0
2,569,1965,6,16,06/16/1965,14:10:00,3,CO,8,15,1,4,0,3,0,39.5,-104.85,0,0,1,33,1,1,1,35,0,0,0
0.75,572,1965,6,17,06/17/1965,13:26:00,3,CO,8,17,1,0,0,3,0,38.63,-104.67,0,0,0.1,10,1,1,1,41,0,0,0
1,573,1965,6,17,06/17/1965,16:00:00,3,CO,8,18,1,0,0,3,0,38.6,-104.67,0,0,0.1,10,1,1,1,41,0,0,0
1.25,605,1965,6,25,06/25/1965,18:10:00,3,NM,35,12,2,0,0,0,0,33.98,-103.23,33.98,-103.05,10.5,10,1,1,1,41,0,0,0
2.75,607,1965,6,25,06/25/1965,19:30:00,3,TX,48,83,1,0,0,0,0,33.42,-102.27,33.38,-102.32,3.8,17,1,1,1,219,0,0,0
3,633,1965,7,1,07/01/1965,18:15:00,3,NE,31,43,1,0,0,5,0,40.67,-95.85,40.73,-95.6,13.5,10,1,1,1,147,0,0,0
2.75,667,1965,7,11,07/11/1965,21:30:00,3,MT,30,5,2,0,0,4,0,46.6,-104.8,46.6,-104.67,5.4,67,1,1,1,17,0,0,0
0.75,758,1965,8,25,08/25/1965,18:00:00,3,IA,19,33,3,1,0,5,0,40.87,-91.3,0,0,3,100,1,1,1,57,0,0,0
4,759,1965,8,25,08/25/1965,19:00:00,3,IA,19,34,2,1,0,5,0,43.32,-91.98,43.17,-91.77,14.7,150,1,1,1,191,0,0,0
2,764,1965,8,26,08/26/1965,18:45:00,3,IA,19,36,2,0,0,4,0,42.53,-90.97,0,0,0.5,100,1,1,1,61,0,0,0
2,766,1965,8,26,08/26/1965,19:00:00,3,IA,19,38,4,17,1,6,0,42.3,-92.2,42.25,-92.1,4.7,200,1,1,1,13,11,0,0
2,770,1965,8,28,08/28/1965,12:10:00,3,MA,25,4,2,0,0,5,0,42.7,-71.33,0,0,2,10,1,1,1,17,0,0,0
1,772,1965,8,28,08/28/1965,16:30:00,3,NH,33,3,1,0,0,4,0,42.8,-71.4,0,0,0.3,40,1,1,1,11,0,0,0
2.75,798,1965,9,13,09/13/1965,18:20:00,3,KS,20,64,1,0,0,4,0,39.58,-95.15,0,0,0.1,10,1,1,1,5,0,0,0
1.25,861,1965,11,12,11/12/1965,14:48:00,3,IL,17,23,2,0,0,4,0,41.8,-88.1,0,0,1,20,1,1,1,43,0,0,0
0.75,7,1966,2,9,02/09/1966,22:55:00,3,TX,48,3,3,0,0,4,0,28.97,-96.67,0,0,2,33,1,1,1,239,0,0,0
1.5,37,1966,3,21,03/21/1966,13:00:00,3,IA,19,1,1,0,0,5,0,41.47,-92.12,0,0,1,100,1,1,1,107,0,0,0
3.5,54,1966,4,12,04/12/1966,21:00:00,3,AR,5,1,3,2,0,5,0,34.4,-92.4,34.43,-92.33,4.5,10,1,1,1,53,0,0,0
1.75,70,1966,4,19,04/19/1966,15:25:00,3,KS,20,1,3,4,0,6,0,38.92,-94.8,38.97,-94.67,7.7,150,1,1,1,91,0,0,0
1.75,74,1966,4,19,04/19/1966,16:30:00,3,TX,48,16,1,0,0,0,0,32.07,-97.55,32.07,-97.55,0.1,27,1,1,1,35,0,0,0
2,76,1966,4,19,04/19/1966,18:00:00,3,IA,19,3,3,4,0,5,0,41.85,-92.72,42.08,-92.23,27.1,400,1,1,1,157,171,11,0
1.75,109,1966,4,27,04/27/1966,18:15:00,3,OK,40,7,2,1,0,4,0,34.97,-96.25,34.93,-96.2,3.6,150,1,1,1,63,0,0,0
1.75,130,1966,5,10,05/10/1966,16:00:00,3,TX,48,27,2,2,0,0,0,33.93,-102.32,0,0,2,50,1,1,1,279,0,0,0
2.75,137,1966,5,11,05/11/1966,14:15:00,3,KS,20,7,3,0,0,4,0,39.17,-95.8,39.2,-95.62,9.9,660,1,1,1,177,87,0,0
1.75,143,1966,5,11,05/11/1966,18:30:00,3,OK,40,10,2,1,0,4,0,36.17,-95.9,0,0,2,100,1,1,1,143,0,0,0
1,146,1966,5,11,05/11/1966,19:30:00,3,OK,40,12,2,2,0,5,0,36.17,-95.68,36.18,-95.53,8.4,50,1,1,1,131,0,0,0
2.25,151,1966,5,15,05/15/1966,17:40:00,3,KS,20,9,2,5,0,4,0,39.15,-94.68,0,0,2.5,10,1,1,1,209,0,0,0
2,156,1966,5,16,05/16/1966,20:30:00,3,OK,40,15,0,0,0,0,0,36.85,-97.92,0,0,0.1,10,1,1,1,53,0,0,0
2.5,177,1966,5,20,05/20/1966,17:45:00,3,KS,20,11,1,0,0,2,0,38.2,-97.52,0,0,0.1,10,1,1,1,113,0,0,0
2.5,178,1966,5,20,05/20/1966,17:45:00,3,KS,20,12,0,0,0,0,0,38.1,-97.4,0,0,0.1,10,1,1,1,79,0,0,0
2.5,179,1966,5,20,05/20/1966,17:45:00,3,KS,20,13,0,0,0,0,0,38.1,-97.4,0,0,0.1,10,1,1,1,79,0,0,0
2,181,1966,5,21,05/21/1966,18:20:00,3,TX,48,34,2,0,0,0,0,29.7,-98.1,0,0,2,880,1,1,1,101,0,0,0
1.75,209,1966,5,23,05/23/1966,18:00:00,3,TX,48,45,2,0,0,0,0,32.95,-95.28,0,0,3,33,1,1,1,499,0,0,0
2,222,1966,6,3,06/03/1966,17:00:00,3,SD,46,5,0,0,0,0,0,43.9,-98.9,0,0,0.1,10,1,1,1,3,0,0,0
1,236,1966,6,5,06/05/1966,18:30:00,3,OK,40,23,0,0,0,0,0,36.48,-97.88,36.48,-97.8,4.3,10,1,1,1,47,0,0,0
1,238,1966,6,5,06/05/1966,18:35:00,3,OK,40,24,2,6,0,5,0,36.47,-97.88,0,0,0.1,10,1,1,1,47,0,0,0
1,239,1966,6,5,06/05/1966,18:55:00,3,OK,40,27,0,0,0,4,0,36.3,-98.1,36.27,-98.05,3.8,67,1,1,1,47,0,0,0
1,240,1966,6,5,06/05/1966,19:00:00,3,OK,40,25,1,0,0,2,0,36.37,-97.9,36.28,-97.88,5.7,10,1,1,1,47,0,0,0
2.75,247,1966,6,7,06/07/1966,18:00:00,3,OK,40,28,0,0,0,0,0,36.07,-99.77,0,0,0.1,10,1,1,1,45,0,0,0
1,255,1966,6,8,06/08/1966,18:00:00,3,OK,40,30,0,0,0,0,0,35.3,-98.8,0,0,0.1,10,1,1,1,149,0,0,0
2.25,277,1966,6,12,06/12/1966,16:01:00,3,KS,20,24,1,0,0,0,0,39.05,-95.45,0,0,0.1,10,1,1,1,45,0,0,0
2.5,307,1966,6,20,06/20/1966,19:00:00,3,ND,38,5,0,0,0,4,0,48.4,-102.9,0,0,0.1,10,1,1,1,105,0,0,0
1.75,324,1966,6,24,06/24/1966,16:00:00,3,ND,38,9,1,0,0,5,0,47.5,-100.5,0,0,0.1,10,1,1,1,83,0,0,0
2,363,1966,7,6,07/06/1966,16:30:00,3,NE,31,10,0,0,0,4,0,41.38,-103.67,0,0,0.1,10,1,1,1,105,0,0,0
1.75,379,1966,7,10,07/10/1966,14:00:00,3,TX,48,64,0,0,0,0,0,34.18,-101.45,0,0,1,23,1,1,1,153,0,0,0
0.75,423,1966,7,25,07/25/1966,18:00:00,3,MT,30,2,2,0,0,2,0,45.4,-105.4,0,0,2,17,1,1,1,75,0,0,0
2.75,450,1966,8,5,08/05/1966,16:09:00,3,ND,38,26,1,0,0,5,0,48.1,-99,0,0,0.1,10,1,1,1,71,0,0,0
